Sr.No,Name,Brand,UnitPrice,DicountPrice,Category,SubCategory,Quantity
320,Premia Dhania Jeera Mix Khandela,Premia,139,104,Grocery,Grocery/Masala & Spices,500 gm
321,Premia Dhania Jeera Mix Khandela,Premia,255,190,Grocery,Grocery/Masala & Spices,1 kg
322,Premia Jaifal,Premia,54,41,Grocery,Grocery/Masala & Spices,4 pcs
323,Premia Amsul Wet Kokam,Premia,83,55,Grocery,Grocery/Masala & Spices,200 gm
324,Laxmi Jaya Kurmura,Laxmi,60,40,Grocery,Grocery/Rice & Rice Products,500 gm
325,Premia Malwani Masala Deluxe,Premia,83,69,Grocery,Grocery/Masala & Spices,200 gm
326,Premia Sugar Candy,Premia,27,20,Grocery,Grocery/Salt / Sugar / Jaggery,200 gm
327,Premia Reshampatti Chilli Khandela,Premia,150,130,Grocery,Grocery/Masala & Spices,500 gm
328,Premia Til Black,Premia,35,26,Grocery,Grocery/Masala & Spices,100 gm
329,Premia Kokam Rind Lonavala,Premia,75,55,Grocery,Grocery/Masala & Spices,100 gm
330,Premia Eating Soda,Premia,26,19,Grocery,Grocery/Masala & Spices,200 gm
331,Premia Ginger Powder,Premia,33,30,Grocery,Grocery/Masala & Spices,100 gm
332,Premia Kalvanji,Premia,34,28,Grocery,Grocery/Masala & Spices,100 gm
333,Miki Maize (Makai) Poha,Miki,42,33,Grocery,Grocery/Rice & Rice Products,500 gm
334,Premia Dry Ginger (Sunth),Premia,58,46,Grocery,Grocery/Masala & Spices,100 gm
335,Premia Dinkh (Edible Gum),Premia,30,23,Grocery,Grocery/Masala & Spices,100 gm
336,Premia Nimbu Phool (Citric Acid),Premia,32,24,Grocery,Grocery/Masala & Spices,50 gm
337,Premia Dagad Phool (Black Stone Flower),Premia,66,55,Grocery,Grocery/Masala & Spices,50 gm
338,Premia Sakariya,Premia,20,16,Grocery,Grocery/Salt / Sugar / Jaggery,200 gm
339,Premia Sunday Mix Masala,Premia,77,66,Grocery,Grocery/Masala & Spices,200 gm
340,Premia Halim,Premia,22,15,Grocery,Grocery/Masala & Spices,100 gm
341,Fortune Sunlite Refined Sunflower Oil,Fortune,210,190,Grocery,Cooking Oil,1 L
342,Fortune Sunlite Refined Sunflower Oil,Fortune,1100,970,Grocery,Cooking Oil,5 L
343,Fortune Refined Sunflower Oil Tin,Fortune,3100,2599,Grocery,Cooking Oil,15 L
344,Sunrich Refined Sunflower Oil,Sunrich,194,167,Grocery,Cooking Oil,1 L
345,Sunrich Refined Sunflower Oil,Sunrich,1027,899,Grocery,Cooking Oil,5 L
346,Gemini Refined Sunflower Oil,Gemini,225,188,Grocery,Cooking Oil,1 L
347,Gemini Refined Sunflower Oil,Gemini,1200,975,Grocery,Cooking Oil,5 L
348,Gulab Sunflower Oil Jar,Local Brand,3277,2675,Grocery,Cooking Oil,15 L
349,Sunday Refined Sunflower Oil,Sunday,270,176,Grocery,Cooking Oil,1 L
350,Swaad Refined Sunflower Oil,Swaad,210,178,Grocery,Cooking Oil,1 L
351,Swaad Refined Sunflower Oil,Swaad,1099,945,Grocery,Cooking Oil,5 L
352,Fortune Sunlite Refined Sunflower Oil,Fortune,3150,2699,Grocery,Cooking Oil,15 L
353,Dhara Refined Sunflower Oil,Dhara,220,179,Grocery,Cooking Oil,1 L
354,Dhara Refined Sunflower Oil,Dhara,1125,940,Grocery,Cooking Oil,5 L
355,Nature Fresh Refined Sunflower Oil Pouch,Nature Fresh,245,205,Grocery,Cooking Oil,1 L
356,Dhara Refined Sunflower Oil,Dhara,3345,2755,Grocery,Cooking Oil,15 L
357,Dalda Refined Sunflower Oil,Dalda,236,166,Grocery,Cooking Oil,1 L
358,Dalda Refined Sunflower Oil,Dalda,1350,935,Grocery,Cooking Oil,5 L
359,Sundrop Superlite Advanced Sunflower Oil,Sundrop,270,250,Grocery,Cooking Oil,1 L
360,Sundrop Superlite Advanced Sunflower Oil,Sundrop,1365,1255,Grocery,Cooking Oil,5 L
361,Sunny Sun Lite Refined Sunflower Oil,Sunny,225,175,Grocery,Cooking Oil,1 L
362,Sunny Sun Lite Refined Sunflower Oil,Sunny,1206,930,Grocery,Cooking Oil,5 L
363,Gulab Sunflower Oil,Local Brand,228,171,Grocery,Cooking Oil,1 L
364,Gemini Refined Sunflower Oil - 15 L,Gemini,3050,2599,Grocery,Cooking Oil,15 L
365,Godrej Refined Sunflower Oil,Godrej,3520,2769,Grocery,Cooking Oil,15 L
366,Aadhaar Refined Sunflower Oil Pouch,Aadhaar,205,165,Grocery,Cooking Oil,1 L
367,Saffola Gold Oil,Saffola,205,180,Grocery,Cooking Oil,1 L
368,Saffola Gold Oil,Saffola,1105,1045,Grocery,Cooking Oil,5 L
369,Saffola Active Oil,Saffola,190,163,Grocery,Cooking Oil,1 L
370,Saffola Active Oil,Saffola,840,825,Grocery,Cooking Oil,5 L
371,Saffola Gold Oil,Saffola,3125,2773,Grocery,Cooking Oil,15 L
372,Saffola Total Oil,Saffola,1200,1135,Grocery,Cooking Oil,5 L
373,Saffola Active Oil,Saffola,3025,2695,Grocery,Cooking Oil,15 L
374,Fortune Xpert Blended Oil,Fortune,220,202,Grocery,Cooking Oil,1 L
375,Fortune Xpert Blended Oil,Fortune,1150,998,Grocery,Cooking Oil,5 L
376,Hudson Canola Oil,Hudson,299,199,Grocery,Cooking Oil,1 L
377,Svity Kolam Refined Rice Bran Oil,Svity Kolam,195,139,Grocery,Cooking Oil,1 L
378,Fortune Rice Bran Health Oil,Fortune,199,179,Grocery,Cooking Oil,1 L
379,Fortune Rice Bran Health Oil,Fortune,1100,973,Grocery,Cooking Oil,5 L
380,Premia Refined Rice Bran Oil,Local Brand,190,170,Grocery,Cooking Oil,1 L
381,Fortune Rice Bran Health Oil,Fortune,3200,2399,Grocery,Cooking Oil,15 L
382,Riso Ricebran Oil,RiSO,230,172,Grocery,Cooking Oil,1 L
383,Riso Ricebran Oil,RiSO,1175,895,Grocery,Cooking Oil,5 L
384,Dhara Refined Rice Bran Oil,Dhara,950,875,Grocery,Cooking Oil,5  L
385,Dhara Refined Rice Bran Oil,Dhara,185,169,Grocery,Cooking Oil,1 L
386,Ricela Refined Rice Bran Oil,Ricela,225,182,Grocery,Cooking Oil,1 L
387,Ricela Refined Rice Bran Oil,Ricela,1165,899,Grocery,Cooking Oil,5 L
388,Gemini Rice Bran Oil,Gemini,215,191,Grocery,Cooking Oil,1 L
389,Gemini Rice Bran Oil,Gemini,1100,950,Grocery,Cooking Oil,5 L
390,Dhara Life Refined Rice Bran Oil Jar,Dhara,3030,2799,Grocery,Cooking Oil,15 L
391,Gulab Filtered Groundnut Oil,Gulab,3589,2719,Grocery,Cooking Oil,15 L
392,Guinea Filtered Groundnut Oil,Guinea,3500,2745,Grocery,Cooking Oil,15 L
393,Dhara Filtered Groundnut Oil Pouch,Dhara,225,192,Grocery,Cooking Oil,1 L
394,Dhara Filtered Groundnut Oil Pouch,Dhara,1150,975,Grocery,Cooking Oil,5 L
395,RRO Primio Gold Filtered Groundnut Oil,RRO,255,175,Grocery,Cooking Oil,1 L
396,RRO Primio Gold Filtered Groundnut Oil,RRO,1255,879,Grocery,Cooking Oil,5 L
397,Gulab Groundnut Oil,Local Brand,1223,935,Grocery,Cooking Oil,5 L
398,Gulab Groundnut Oil,Local Brand,230,184,Grocery,Cooking Oil,1 L
399,RRO Primio Refined Groundnut Oil,RRO,1250,1105,Grocery,Cooking Oil,5 L
400,RRO Primio Refined Groundnut Oil,RRO Primio,3750,2799,Grocery,Cooking Oil,15 L
401,RRO Primio Gold Filtered Groundnut Oil,RRO Primio,3500,2499,Grocery,Cooking Oil,15 L
402,Gramiyaa Wood Cold Pressed Groundnut Oil,Gramiyaa,490,389,Grocery,Cooking Oil,1 L
403,Guinea Lite Groundnut Oil,Guinea,1325,1109,Grocery,Cooking Oil,5 L
404,Gramiyaa Wood Cold Pressed Coconut Oil,Gramiyaa,290,229,Grocery,Cooking Oil,500 ml
405,Del Monte Extra Light Olive Oil,Del Monte,2400,1023,Grocery,Cooking Oil,2 L
406,Borges Extra Light Olive Oil,Borges,2600,1199,Grocery,Cooking Oil,2 L
407,Borges Extra Light Olive Oil,Borges,5500,2649,Grocery,Cooking Oil,5 L
408,Figaro Olive Oil Tin,Figaro,325,279,Grocery,Cooking Oil,200 ml
409,Figaro Olive Oil Tin,Figaro,599,482,Grocery,Cooking Oil,500 ml
410,Figaro Olive Oil Tin,Figaro,999,765,Grocery,Cooking Oil,1 L
411,Figaro Olive Oil Tin,Figaro,4500,3225,Grocery,Cooking Oil,5 L
412,Borges Extra Virgin Olive Oil,Borges,400,275,Grocery,Cooking Oil,250 ml
413,Borges Extra Virgin Olive Oil,Borges,1400,784,Grocery,Cooking Oil,1 L
414,Leonardo Olive Pomace Oil,Leonardo,4099,1899,Grocery,Cooking Oil,5 L
415,Bertolli Extra Light Tasting Olive Oil,Bertolli,2999,1049,Grocery,Cooking Oil,2 L
416,Figaro Extra Virgin Olive Oil Bottle,Figaro,1199,765,Grocery,Cooking Oil,1 L
417,Figaro Extra Virgin Olive Oil Bottle,Figaro,649,405,Grocery,Cooking Oil,500 ml
418,Borges Pure Olive Oil - Classic,Borges,1350,639,Grocery,Cooking Oil,1 L
419,Leonardo Extra Light Olive Oil,Leonardo,2599,1400,Grocery,Cooking Oil,2 L
420,Patanjali Kachi Ghani Mustard Oil,Patanjali,185,176,Grocery,Cooking Oil,1 L
421,Fortune Kachi Ghani Mustard Oil Bottle,Fortune,226,185,Grocery,Cooking Oil,1 L
422,Dhara Kachighani (Mustard) Oil,Dhara,195,179,Grocery,Cooking Oil,1 L
423,Dhara Kachighani (Mustard) Oil,Dhara,1000,919,Grocery,Cooking Oil,5 L
424,Patanjali Kachi Ghani Mustard Oil Pouch,Patanjali,180,167,Grocery,Cooking Oil,1 L
425,Fortune Kachi Ghani Mustard Oil,Fortune,210,185,Grocery,Cooking Oil,1 L
426,Fortune Kachi Ghani Mustard Oil,Fortune,1154,999,Grocery,Cooking Oil,5 L
427,Tez Mustard Kachchi Ghani Oil Bottle,Tez,225,202,Grocery,Cooking Oil,1 L
428,RRO Premium Mustard Oil,RRO,1170,985,Grocery,Cooking Oil,5 L
429,RRO Mastdil Premium Mustard Oil Bottle,RRO,235,195,Grocery,Cooking Oil,1 L
430,Tez Mustard Kachchi Ghani Oil Pouch,Tez,221,199,Grocery,Cooking Oil,1 L
431,Tez Mustard Kachchi Ghani Oil Pouch,Tez,1120,999,Grocery,Cooking Oil,5 L
432,Gemini Refined Soyabean Oil,Gemini,175,146,Grocery,Cooking Oil,1 L
433,Swaad Soyabean Oil,Swaad,199,166,Grocery,Cooking Oil,1 L
434,Idhayam Gingelly Oil,Idhayam,368,320,Grocery,Cooking Oil,1 L
435,KLF Coconut Oil,KLF,330,228,Grocery,Cooking Oil,1 L
436,RRO Til Dil Premium Til Oil Bottle,RRO,184,152,Grocery,Cooking Oil,500 ml
437,RRO Til Dil Premium Til Oil Bottle,RRO,360,299,Grocery,Cooking Oil,1 L
438,Tilsona Til Oil Bottle,Tilsona,365,315,Grocery,Cooking Oil,1 L
439,Tilsona Til Oil Bottle,Tilsona,194,167,Grocery,Cooking Oil,500 ml
440,Fortune Plus Soya Health Oil,Fortune,855,795,Grocery,Cooking Oil,5 L
441,Fortune Plus Soya Health Oil,Fortune,175,153,Grocery,Cooking Oil,1 L
442,KPL Shudhi Coconut Oil,KPL Shudhi,255,229,Personal Care,Hair Care,1 L
443,Idhayam Sesame Oil Bottle,Idhayam,386,329,Grocery,Cooking Oil,1 L
444,Fortune Xpert Pro Immunity Jar,Fortune,230,186,Grocery,Cooking Oil,1 L
445,Fortune Xpert Pro Immunity Jar,Fortune,1200,960,Grocery,Cooking Oil,5 L
446,Gramiyaa Wood Cold Pressed Sesame Oil,Gramiyaa,360,290,Grocery,Cooking Oil,500 ml
447,Fortune Raag Gold Refined Palm Oil,Fortune,159,129,Grocery,Cooking Oil,1 L
448,Amul Pure Ghee Pouch,Amul,265,255,Grocery,Ghee & Vanaspati,500 ml
449,Amul Pure Ghee Pouch,Amul,545,509,Grocery,Ghee & Vanaspati,1 L
450,Gowardhan Pure Cow Ghee Pouch,Gowardhan,1258,1169,Grocery,Ghee & Vanaspati,2x1L
451,Gowardhan Pure Cow Ghee Pouch,Gowardhan,629,584,Grocery,Ghee & Vanaspati,1 L
452,Amul Cow Ghee Pouch,Amul,540,523,Grocery,Ghee & Vanaspati,1 L
453,Aabad Cow Ghee Pouch,Aabad,599,425,Grocery,Ghee & Vanaspati,1 L
454,Mother Dairy Pure Cow Ghee,Mother Dairy,550,499,Grocery,Ghee & Vanaspati,1 L
455,Sagar Pure Ghee Pouch,Sagar,545,506,Grocery,Ghee & Vanaspati,1 L
456,Prabhat Dairy Cow Ghee Pouch,Prabhat,610,479,Grocery,Ghee & Vanaspati,1 L
457,Chitale Dairy Cow Ghee Box,Chitale Dairy,300,279,Grocery,Ghee & Vanaspati,500 ml
458,Chitale Dairy Cow Ghee Box,Chitale Dairy,570,525,Grocery,Ghee & Vanaspati,1 L
459,Gowardhan Pure Cow Ghee Jar,Gowardhan,160,145,Grocery,Ghee & Vanaspati,200 ml
460,Gowardhan Pure Cow Ghee Jar,Gowardhan,335,302,Grocery,Ghee & Vanaspati,500 ml
461,Gowardhan Pure Cow Ghee Jar,Gowardhan,649,604,Grocery,Ghee & Vanaspati,1 L
462,Dynamix Cow Ghee Pouch,Dynamix,599,525,Grocery,Ghee & Vanaspati,1 L
463,Govind Pure Ghee Pouch,Govind,600,499,Grocery,Ghee & Vanaspati,1 L
464,Amul Pure Ghee Tin,Amul,560,519,Grocery,Ghee & Vanaspati,1 L
465,Amul Pure Ghee Tin,Amul,2750,2549,Grocery,Ghee & Vanaspati,5 L
466,Aabad Desi Ghee Pouch,Aabad,599,410,Grocery,Ghee & Vanaspati,1 L
467,Chitale Dairy Ghee Box,Chitale Dairy,300,279,Grocery,Ghee & Vanaspati,500 ml
468,Chitale Dairy Ghee Box,Chitale Dairy,570,525,Grocery,Ghee & Vanaspati,1 L
469,Sagar Pure Ghee Tin,Sagar,560,519,Grocery,Ghee & Vanaspati,1 L
470,Aashirvaad Svasti Pure Cow Ghee Pouch,Aashirvaad,650,499,Grocery,Ghee & Vanaspati,1 L
471,Parsi Dairy Farm Cow Ghee Jar,Parsi Dairy Farm,575,475,Grocery,Ghee & Vanaspati,500 ml
472,Dynamix Cow Ghee Jar,Dynamix,615,525,Grocery,Ghee & Vanaspati,1 L
473,Dynamix Cow Ghee Jar,Dynamix,310,265,Grocery,Ghee & Vanaspati,500 ml
474,Dynamix Cow Ghee Jar,Dynamix,139,119,Grocery,Ghee & Vanaspati,200 ml
475,Aabad Cow Ghee Jar,Aabad,615,479,Grocery,Ghee & Vanaspati,1 L
476,Dynamix Cow Ghee Tin,Dynamix,3000,2599,Grocery,Ghee & Vanaspati,5 L
477,Haribol Desi Cow A2 Ghee,Haribol,375,255,Packaged Food,Gourmet Food,225 ml
478,Parsi Dairy Farm Buffalo Ghee Jar,Parsi Dairy Farm,575,470,Grocery,Ghee & Vanaspati,500 ml
479,Organic India Organic Cow Ghee,Organic India,650,585,Grocery,Ghee & Vanaspati,500 ml
480,Dalda Vanaspati,Dalda,106,87,Grocery,Ghee & Vanaspati,500 ml
481,Dalda Vanaspati,Dalda,203,175,Grocery,Ghee & Vanaspati,1 L
482,Aashirvaad Superior MP Wheat Atta,Aashirvaad,273,235,Grocery,Flours & Grains,5 kg
483,Aashirvaad Superior MP Wheat Atta,Aashirvaad,512,430,Grocery,Flours & Grains,10 kg
484,Aashirvaad Select Sharbati Wheat Atta,Aashirvaad,321,255,Grocery,Flours & Grains,5 kg
485,Aashirvaad Multigrain Atta,Aashirvaad,337,272,Grocery,Flours & Grains,5 kg
486,Pillsbury Chakki Fresh Wheat Atta,Pillsbury,265,210,Grocery,Flours & Grains,5 kg
487,Pillsbury Chakki Fresh Wheat Atta,Pillsbury,496,385,Grocery,Flours & Grains,10 kg
488,Fortune Chakki Fresh Wheat Atta,Fortune,425,335,Grocery,Flours & Grains,10 kg
489,Nature Fresh Sampoorna Superior MP Wheat Atta,Nature Fresh,245,185,Grocery,Flours & Grains,5 kg
490,Nature Fresh Sampoorna Superior MP Wheat Atta,Nature Fresh,450,355,Grocery,Flours & Grains,10 kg
491,Taste For Life MP Sihore Chapati Fine Wheat Atta,Taste For Life,86,79,Grocery,Flours & Grains,1 kg
492,Taste For Life MP Sihore Chapati Fine Wheat Atta,Taste For Life,425,390,Grocery,Flours & Grains,5 kg
493,Wheat Flour Chakki Atta,Local Brand,225,163,Grocery,Flours & Grains,5 kg
494,Pillsbury Multi Grain Atta,Pillsbury,330,255,Grocery,Flours & Grains,5 kg
495,24 Mantra Organic Whole Wheat Atta,24 Mantra Organic,350,305,Grocery,Flours & Grains,5 Kg
496,24 Mantra Organic Whole Wheat Atta,24 Mantra Organic,72,59,Grocery,Flours & Grains,1 kg
497,Rice Atta,Local Brand,55,45,Grocery,Flours & Grains,1 kg
498,Organic Tattva Organic Wheat Flour,Organic Tattva,320,199,Grocery,Flours & Grains,5 kg
499,24 Mantra Organic Ragi Flour,24 Mantra Organic,65,52,Grocery,Flours & Grains,500 gm
500,24 Mantra Organic Jowar Flour,24 Mantra Organic,70,60,Grocery,Flours & Grains,500 gm
501,Taste For Life Premium Khapli Wheat Atta,Taste For Life,155,144,Grocery,Flours & Grains,1 kg
502,Wheat Lokwan (Lokvan),Local Brand,300,195,Grocery,Grocery/Flours & Grains,5 kg
503,Wheat Lokwan (Lokvan),Local Brand,570,370,Grocery,Grocery/Flours & Grains,10 kg
504,Makai For Popcorn,Local Brand,35,30,Grocery,Grocery/Flours & Grains,200 gm
505,Nachni,Local Brand,44,40,Grocery,Grocery/Flours & Grains,1 kg
506,Satyam Sabudana,Satyam,57,49,Grocery,Flours & Grains,500 gm
507,Bajari,Local Brand,47,41,Grocery,Grocery/Flours & Grains,1 kg
508,Organic India Quinoa,Organic India,295,265,Grocery,Flours & Grains,500 gm
509,Satyam Lapsi Medium,Satyam,37,34,Grocery,Flours & Grains,500 gm
510,Satyam Barley,Satyam,15,13,Grocery,Flours & Grains,100 gm
511,Pink Harvest Farms White Quinoa,Pink Harvest Farms,225,112,Grocery,Flours & Grains,500 gm
512,Rava,Local Brand,26,21,Grocery,Grocery/Flours & Grains,500 gm
513,Rava,Local Brand,50,42,Grocery,Grocery/Flours & Grains,1 kg
514,Besan,Local Brand,47,40,Grocery,Grocery/Flours & Grains,500 gm
515,Besan,Local Brand,91,78,Grocery,Grocery/Flours & Grains,1 kg
516,Fortune Chana Dal Besan,Fortune,140,70,Grocery,Flours & Grains,1 kg
517,Satyam Rava,Satyam,37,34,Grocery,Flours & Grains,500 gm
518,Lapsi Rava Small Daliya,Local Brand,28,24,Grocery,Grocery/Flours & Grains,500 gm
519,Lapsi Rava / Daliya,Local Brand,27,24,Grocery,Grocery/Flours & Grains,500 gm
520,Tata Sampann Fine Besan,Tata Sampann,125,99,Grocery,Flours & Grains,1 Kg
521,Rice Atta,Local Brand,27,23,Grocery,Grocery/Flours & Grains,500 gm
522,Jawari Atta,Local Brand,32,28,Grocery,Flours & Grains,500 gm
523,Bhagirathi Jowar Atta,Bhagirathi,44,34,Grocery,Flours & Grains,500 gm
524,Satyam Besan,Satyam,63,58,Grocery,Flours & Grains,500 gm
525,Blue Bird Corn Flour,Blue Bird,45,38,Grocery,Flours & Grains,200 gm
526,Blue Bird Corn Flour,Blue Bird,80,74,Grocery,Flours & Grains,500 gm
527,Satyam Maida,Satyam,35,30,Grocery,Flours & Grains,500 gm
528,Nachni Atta,Local Brand,33,27,Grocery,Flours & Grains,500 gm
529,Bhagirathi Thalipeeth Bhajni,Bhagirathi,45,35,Grocery,Flours & Grains,200 gm
530,Satyam Rajgira Flour,Satyam,96,89,Grocery,Flours & Grains,500 gm
531,Bhagirathi Nachani (Ragi) Atta,Bhagirathi,44,37,Grocery,Flours & Grains,500 gm
532,Bhagirathi Rice Atta,Bhagirathi,33,28,Grocery,Flours & Grains,500 gm
533,Bhagirathi Bajra Atta,Bhagirathi,40,28,Grocery,Flours & Grains,500 gm
534,Bhagirathi Upwas Bhajani,Bhagirathi,55,39,Grocery,Flours & Grains,200 gm
535,Organic Tattva Suji,Organic Tattva,55,38,Grocery,Flours & Grains,500 gm
536,Bhagirathi Sattu Atta,Bhagirathi,40,34,Grocery,Flours & Grains,200 gm
537,Bhagirathi Shingada Atta,Bhagirathi,120,85,Grocery,Flours & Grains,200 gm
538,Bhagirathi Rajgira Atta,Bhagirathi,55,39,Grocery,Flours & Grains,200 gm
539,Makai Atta,Local Brand,34,28,Grocery,Flours & Grains,500 gm
540,Weikfield Corn Flour,Weikfield,30,25,Grocery,Flours & Grains,100 gm
541,Kokan Gem Thalipeeth Bhajani,Kokan Gem,50,35,Grocery,Flours & Grains,200 gm
542,Bhagirathi Makai (Corn) Flour,Bhagirathi,36,28,Grocery,Flours & Grains,500 gm
543,Satyam Rice Atta (Flour),Satyam,33,30,Grocery,Flours & Grains,500 gm
544,Bhagirathi Multigrain Bhakari Atta,Bhagirathi,48,33,Grocery,Flours & Grains,500 gm
545,Brown & Polson Corn Flour,Brown,28,25,Grocery,Flours & Grains,100 gm
546,Kokan Gem Kulith Pith,Kokan Gem,60,40,Grocery,Flours & Grains,200 gm
547,Bedekar Thalipith Bhajni,Bedekar,50,45,Grocery,Flours & Grains,200 gm
548,Bhagirathi Modak Atta,Bhagirathi,60,40,Grocery,Flours & Grains,500 gm
549,Bedekar Bhajjia Mix,Bedekar,65,52,Grocery,Flours & Grains,200 gm
550,K-Pra Ustav Modak Flour,Local Brand,63,39,Grocery,Flours & Grains,500 gm
551,India Gate Basmati Rice Rozana,India Gate,118,87,Grocery,Rice & Rice Products,1 kg
552,India Gate Basmati Rice Rozana,India Gate,585,399,Grocery,Rice & Rice Products,5 kg
553,Daawat Heritage Daily Feast Tukda Basmati Rice,Daawat,500,269,Grocery,Rice & Rice Products,5 kg
554,Daawat Devaaya Basmati Rice,Daawat,125,93,Grocery,Rice & Rice Products,1 kg
555,Daawat Devaaya Basmati Rice,Daawat,620,455,Grocery,Rice & Rice Products,5 kg
556,Daawat Rozana Super Basmati Rice,Daawat,486,349,Grocery,Rice & Rice Products,5 kg
557,India Gate Mini Mogra (Broken) Basmati Rice,India Gate,660,539,Grocery,Rice & Rice Products,10 kg
558,India Gate Super Basmati Rice,India Gate,210,179,Grocery,Rice & Rice Products,1 kg
559,India Gate Super Basmati Rice,India Gate,960,565,Grocery,Rice & Rice Products,5 kg
560,Basmati Rice Mogra,Local Brand,375,289,DMart Grocery,DMart Grocery/Rice & Rice Products,5 kg
561,Basmati Rice Mogra,Local Brand,750,549,DMart Grocery,DMart Grocery/Rice & Rice Products,10 kg
562,Fortune Everyday Hamesha Basmati Rice,Fortune,425,325,Grocery,Rice & Rice Products,5 kg
563,Daawat Super Basmati Rice,Daawat,190,120,Grocery,Rice & Rice Products,1 kg
564,Daawat Super Basmati Rice,Daawat,945,599,Grocery,Rice & Rice Products,5 kg
565,India Gate Basmati Rice - Mini Mogra-II - Kanki,India Gate,450,359,Grocery,Rice & Rice Products,10 kg
566,Daawat Rozana Gold Basmati Rice,Daawat,560,399,Grocery,Rice & Rice Products,5 kg
567,Rice Pulav Basmati,Local Brand,500,398,DMart Grocery,DMart Grocery/Rice & Rice Products,5 kg
568,India Gate Basmati Rice - Mogra,India Gate,425,359,Grocery,Rice & Rice Products,5 kg
569,India Gate Basmati Rice - Mogra,India Gate,830,699,Grocery,Rice & Rice Products,10 kg
570,Basmati Rice Mini Mogra (Broken),Local Brand,650,440,DMart Grocery,DMart Grocery/Rice & Rice Products,10 kg
571,India Gate Basmati Rice - Classic,India Gate,218,175,Grocery,Rice & Rice Products,1 kg
572,India Gate Basmati Rice - Classic,India Gate,1085,830,Grocery,Rice & Rice Products,5 kg
573,Daawat Biryani Basmati Rice,Daawat,220,179,Grocery,Rice & Rice Products,1 kg
574,Daawat Biryani Basmati Rice,Daawat,1097,870,Grocery,Rice & Rice Products,5 kg
575,Basmati Rice Broken (Kani),Local Brand,500,385,Grocery,Rice & Rice Products,10 kg
576,Rice Basmati,Local Brand,140,115,DMart Grocery,DMart Grocery/Rice & Rice Products,1 kg
577,Fortune Biryani Special Basmati Rice,Fortune,875,625,Grocery,Rice & Rice Products,5 Kg
578,India Gate Basmati Rice - Tibar,India Gate,149,118,Grocery,Rice & Rice Products,1 kg
579,India Gate Basmati Rice - Tibar,India Gate,725,549,Grocery,Rice & Rice Products,5 kg
580,Daawat Pulav Basmati Rice,Daawat,675,559,Grocery,Rice & Rice Products,5 kg
581,Daawat Pulav Basmati Rice,Daawat,135,111,Grocery,Rice & Rice Products,1 kg
582,Daawat Pulav Basmati Rice,Daawat,75,47,Grocery,Rice & Rice Products,500 gm
583,Daawat Sehat Mini Mogra (Broken) Basmati Rice,Daawat,325,279,Grocery,Rice & Rice Products,5 kg
584,Daawat Sehat Mini Mogra (Broken) Basmati Rice,Daawat,615,545,Grocery,Rice & Rice Products,10 kg
585,Rice Basmati Tukda,Local Brand,450,314,Grocery,Rice & Rice Products,5 kg
586,Biryani Rice,null,700,505,DMart Grocery,DMart Grocery/Rice & Rice Products,5 kg
587,Devaaya Biryani Basmati Rice,Devaaya,1070,535,Grocery,Rice & Rice Products,5 kg
588,Daawat Brown Basmati Rice,Daawat,175,145,Grocery,Rice & Rice Products,1 kg
589,Rice Tibar Basmati,Local Brand,650,452,DMart Grocery,DMart Grocery/Rice & Rice Products,5 kg
590,India Gate Basmati Rice - Dubar,India Gate,138,109,Grocery,Rice & Rice Products,1 kg
591,India Gate Basmati Rice - Dubar,India Gate,685,629,Grocery,Rice & Rice Products,5 kg
592,Daawat Traditional Basmati Rice,Daawat,210,175,Grocery,Rice & Rice Products,1 kg
593,Daawat Sehat Mogra Basmati Rice,Daawat,400,359,Grocery,Rice & Rice Products,5 kg
594,Daawat Sehat Mogra Basmati Rice,Daawat,790,665,Grocery,Rice & Rice Products,10 kg
